Timestamp,SNS  Alerts
2017-08-11  18:36:31,0
2017-08-11  18:37:31,0
2017-08-11  18:38:32,0
2017-08-11  18:39:32,0
2017-08-11  18:40:32,0
2017-08-11  18:41:32,0
2017-08-11  18:42:33,0
2017-08-11  18:43:33,0
2017-08-11  18:44:33,0
2017-08-11  18:45:34,0
2017-08-11  18:46:34,0
2017-08-11  18:47:34,0
2017-08-11  18:48:35,0
2017-08-11  18:49:35,0
2017-08-11  18:50:35,0
2017-08-11  18:51:35,0
2017-08-11  18:52:36,0
2017-08-11  18:53:36,0
2017-08-11  18:54:36,0
2017-08-11  18:55:37,0
2017-08-11  18:56:37,0
2017-08-11  18:57:37,0
2017-08-11  18:58:37,0
2017-08-11  18:59:38,0
2017-08-11  19:00:38,0
2017-08-11  19:01:38,0
2017-08-11  19:02:39,0
2017-08-11  19:03:39,0
2017-08-11  19:04:39,0
2017-08-11  19:05:40,0
2017-08-11  19:06:40,0
2017-08-11  19:07:40,0
2017-08-11  19:08:40,0
2017-08-11  19:09:41,0
2017-08-11  19:10:41,0
2017-08-11  19:11:41,0
2017-08-11  19:12:42,0
2017-08-11  19:13:42,0
2017-08-11  19:14:42,0
2017-08-11  19:15:42,0
2017-08-11  19:16:43,0
2017-08-11  19:17:43,0
2017-08-11  19:18:43,0
2017-08-11  19:19:43,0
2017-08-11  19:20:44,1
2017-08-11  19:21:44,0
2017-08-11  19:22:44,0
2017-08-11  19:23:45,0
2017-08-11  19:24:45,1
2017-08-11  19:25:45,1
2017-08-11  19:26:45,0
2017-08-11  19:27:46,0
2017-08-11  19:28:46,0
2017-08-11  19:29:46,0
2017-08-11  19:30:46,1
2017-08-11  19:31:47,1
2017-08-11  19:32:47,0
2017-08-11  19:33:47,1
2017-08-11  19:34:48,0
2017-08-11  19:35:48,0
2017-08-11  19:36:48,0
2017-08-11  19:37:48,0
2017-08-11  19:38:49,0
2017-08-11  19:39:49,1
2017-08-11  19:40:49,1
2017-08-11  19:41:50,0
2017-08-11  19:42:50,0
2017-08-11  19:43:50,4
2017-08-11  19:44:50,3
2017-08-11  19:45:51,2
2017-08-11  19:46:51,1
2017-08-11  19:47:51,4
2017-08-11  19:48:51,1
2017-08-11  19:49:52,1
2017-08-11  19:50:52,2
2017-08-11  19:51:52,0
2017-08-11  19:52:53,1
2017-08-11  19:53:53,1
2017-08-11  19:54:53,0
2017-08-11  19:55:53,3
2017-08-11  19:56:54,1
2017-08-11  19:57:54,0
2017-08-11  19:58:54,0
2017-08-11  19:59:55,0
2017-08-11  20:00:55,0
2017-08-11  20:01:55,1
2017-08-11  20:02:55,2
2017-08-11  20:03:56,3
2017-08-11  20:04:56,1
2017-08-11  20:05:56,1
2017-08-11  20:06:56,2
2017-08-11  20:07:57,0
2017-08-11  20:08:57,1
2017-08-11  20:09:57,2
2017-08-11  20:10:58,0
2017-08-11  20:11:58,0
2017-08-11  20:12:58,0
2017-08-11  20:13:58,0
2017-08-11  20:14:59,0
2017-08-11  20:15:59,0
2017-08-11  20:16:59,1
2017-08-11  20:17:59,1
2017-08-11  20:19:00,1
2017-08-11  20:20:00,1
2017-08-11  20:21:00,2
2017-08-11  20:22:01,0
2017-08-11  20:23:01,0
2017-08-11  20:24:01,1
2017-08-11  20:25:01,1
2017-08-11  20:26:02,0
2017-08-11  20:27:02,0
2017-08-11  20:28:02,3
2017-08-11  20:29:02,3
2017-08-11  20:30:03,2
2017-08-11  20:31:03,2
2017-08-11  20:32:03,2
2017-08-11  20:33:04,4
2017-08-11  20:34:04,1
2017-08-11  20:35:04,2
2017-08-11  20:36:04,2
2017-08-11  20:37:05,2
2017-08-11  20:38:05,3
2017-08-11  20:39:05,2
2017-08-11  20:40:06,0
2017-08-11  20:41:06,1
2017-08-11  20:42:06,1
2017-08-11  20:43:06,0
2017-08-11  20:44:07,1
2017-08-11  20:45:07,0
2017-08-11  20:46:07,0
2017-08-11  20:47:08,1
2017-08-11  20:48:08,0
2017-08-11  20:49:08,0
2017-08-11  20:50:09,1
2017-08-11  20:51:09,3
2017-08-11  20:52:09,0
2017-08-11  20:53:09,0
2017-08-11  20:54:10,3
2017-08-11  20:55:10,0
2017-08-11  20:56:10,1
2017-08-11  20:57:10,2
2017-08-11  20:58:11,1
2017-08-11  20:59:11,0
2017-08-11  21:00:11,0
2017-08-11  21:01:12,1
2017-08-11  21:02:12,0
2017-08-11  21:03:12,1
2017-08-11  21:04:12,0
2017-08-11  21:05:13,1
2017-08-11  21:06:13,0
2017-08-11  21:07:13,0
2017-08-11  21:08:14,1
2017-08-11  21:09:14,1
2017-08-11  21:10:14,0
2017-08-11  21:11:15,1
2017-08-11  21:12:15,1
2017-08-11  21:13:15,0
2017-08-11  21:14:16,4
2017-08-11  21:15:16,3
2017-08-11  21:16:16,2
2017-08-11  21:17:17,3
2017-08-11  21:18:17,0
2017-08-11  21:19:17,3
2017-08-11  21:20:17,1
2017-08-11  21:21:18,2
2017-08-11  21:22:18,2
2017-08-11  21:23:18,1
2017-08-11  21:24:19,0
2017-08-11  21:25:19,0
2017-08-11  21:26:19,1
2017-08-11  21:27:19,0
2017-08-11  21:28:20,0
2017-08-11  21:29:20,0
2017-08-11  21:30:20,0
2017-08-11  21:31:20,1
2017-08-11  21:32:21,0
2017-08-11  21:33:21,1
2017-08-11  21:34:21,2
2017-08-11  21:35:22,1
2017-08-11  21:36:22,2
2017-08-11  21:37:22,1
2017-08-11  21:38:22,1
2017-08-11  21:39:23,1
2017-08-11  21:40:23,0
2017-08-11  21:41:23,0
2017-08-11  21:42:24,2
2017-08-11  21:43:24,1
2017-08-11  21:44:24,0
2017-08-11  21:45:24,0
2017-08-11  21:46:25,1
2017-08-11  21:47:25,0
2017-08-11  21:48:25,2
2017-08-11  21:49:26,1
2017-08-11  21:50:26,0
2017-08-11  21:51:26,0
2017-08-11  21:52:27,0
2017-08-11  21:53:27,0
2017-08-11  21:54:27,1
2017-08-11  21:55:27,1
2017-08-11  21:56:28,1
2017-08-11  21:57:28,1
2017-08-11  21:58:28,3
2017-08-11  21:59:28,2
2017-08-11  22:00:29,2
2017-08-11  22:01:29,1
2017-08-11  22:02:29,3
2017-08-11  22:03:30,3
2017-08-11  22:04:30,2
2017-08-11  22:05:30,0
2017-08-11  22:06:31,1
2017-08-11  22:07:31,2
2017-08-11  22:08:31,2
2017-08-11  22:09:32,1
2017-08-11  22:10:32,0
2017-08-11  22:11:32,1
2017-08-11  22:12:33,1
2017-08-11  22:13:33,2
2017-08-11  22:14:33,1
2017-08-11  22:15:34,1
2017-08-11  22:16:34,0
2017-08-11  22:17:34,1
2017-08-11  22:18:34,0
2017-08-11  22:19:35,1
2017-08-11  22:20:35,2
2017-08-11  22:21:35,2
2017-08-11  22:22:35,1
2017-08-11  22:23:36,0
2017-08-11  22:24:36,1
2017-08-11  22:25:36,1
2017-08-11  22:26:36,1
2017-08-11  22:27:37,1
2017-08-11  22:28:37,2
2017-08-11  22:29:37,1
2017-08-11  22:30:37,2
2017-08-11  22:31:38,1
2017-08-11  22:32:38,1
2017-08-11  22:33:38,1
2017-08-11  22:34:39,0
2017-08-11  22:35:39,1
2017-08-11  22:36:39,0
2017-08-11  22:37:39,0
2017-08-11  22:38:40,0
2017-08-11  22:39:40,0
2017-08-11  22:40:40,0
2017-08-11  22:41:40,1
2017-08-11  22:42:41,0
2017-08-11  22:43:41,2
2017-08-11  22:44:41,2
2017-08-11  22:45:42,4
2017-08-11  22:46:42,2
2017-08-11  22:47:42,2
2017-08-11  22:48:43,2
2017-08-11  22:49:43,2
2017-08-11  22:50:43,0
2017-08-11  22:51:43,2
2017-08-11  22:52:44,2
2017-08-11  22:53:44,2
2017-08-11  22:54:44,3
2017-08-11  22:55:44,2
2017-08-11  22:56:45,0
2017-08-11  22:57:45,1
2017-08-11  22:58:45,1
2017-08-11  22:59:45,1
2017-08-11  23:00:46,2
2017-08-11  23:01:46,1
2017-08-11  23:02:46,1
2017-08-11  23:03:47,0
2017-08-11  23:04:47,0
2017-08-11  23:05:47,0
2017-08-11  23:06:47,1
2017-08-11  23:07:48,3
2017-08-11  23:08:48,2
2017-08-11  23:09:48,0
2017-08-11  23:10:49,1
2017-08-11  23:11:49,1
2017-08-11  23:12:49,0
2017-08-11  23:13:50,1
2017-08-11  23:14:50,1
2017-08-11  23:15:50,3
2017-08-11  23:16:50,0
2017-08-11  23:17:51,1
2017-08-11  23:18:51,0
2017-08-11  23:19:51,0
2017-08-11  23:20:52,1
2017-08-11  23:21:52,1
2017-08-11  23:22:52,0
2017-08-11  23:23:52,0
2017-08-11  23:24:53,0
2017-08-11  23:25:53,0
2017-08-11  23:26:53,0
2017-08-11  23:27:54,1
2017-08-11  23:28:54,1
2017-08-11  23:29:54,3
2017-08-11  23:30:55,3
2017-08-11  23:31:55,3
2017-08-11  23:32:55,3
2017-08-11  23:33:55,2
2017-08-11  23:34:56,1
2017-08-11  23:35:56,2
2017-08-11  23:36:56,2
2017-08-11  23:37:57,3
2017-08-11  23:38:57,3
2017-08-11  23:39:57,1
2017-08-11  23:40:58,1
2017-08-11  23:41:58,2
2017-08-11  23:42:58,0
2017-08-11  23:43:58,1
2017-08-11  23:44:59,1
2017-08-11  23:45:59,0
2017-08-11  23:46:59,0
2017-08-11  23:48:00,0
2017-08-11  23:49:00,1
2017-08-11  23:50:00,1
2017-08-11  23:51:01,0
2017-08-11  23:52:01,0
2017-08-11  23:53:01,2
2017-08-11  23:54:01,1
2017-08-11  23:55:02,2
2017-08-11  23:56:02,0
2017-08-11  23:57:02,2
2017-08-11  23:58:03,1
2017-08-11  23:59:03,2
2017-08-12  0:00:03,1
2017-08-12  0:01:03,1
2017-08-12  0:02:04,2
2017-08-12  0:03:04,0
2017-08-12  0:04:04,1
2017-08-12  0:05:05,1
2017-08-12  0:06:05,0
2017-08-12  0:07:05,1
2017-08-12  0:08:05,1
2017-08-12  0:09:06,0
2017-08-12  0:10:06,0
2017-08-12  0:11:06,0
2017-08-12  0:12:07,0
2017-08-12  0:13:07,1
2017-08-12  0:14:07,1
2017-08-12  0:15:07,0
2017-08-12  0:16:08,1
2017-08-12  0:17:08,0
2017-08-12  0:18:08,2
2017-08-12  0:19:08,3
2017-08-12  0:20:09,3
2017-08-12  0:21:09,2
2017-08-12  0:22:09,4
2017-08-12  0:23:10,3
2017-08-12  0:24:10,1
2017-08-12  0:25:10,4
2017-08-12  0:26:11,1
2017-08-12  0:27:11,2
2017-08-12  0:28:11,1
2017-08-12  0:29:11,2
2017-08-12  0:30:12,0
2017-08-12  0:31:12,1
2017-08-12  0:32:12,0
2017-08-12  0:33:13,0
2017-08-12  0:34:13,1
2017-08-12  0:35:13,1
2017-08-12  0:36:13,0
2017-08-12  0:37:14,0
2017-08-12  0:38:14,0
2017-08-12  0:39:14,0
2017-08-12  0:40:15,2
2017-08-12  0:41:15,2
2017-08-12  0:42:15,0
2017-08-12  0:43:15,1
2017-08-12  0:44:16,2
2017-08-12  0:45:16,1
2017-08-12  0:46:16,1
2017-08-12  0:47:17,0
2017-08-12  0:48:17,3
2017-08-12  0:49:17,0
2017-08-12  0:50:17,1
2017-08-12  0:51:18,0
2017-08-12  0:52:18,0
2017-08-12  0:53:18,1
2017-08-12  0:54:19,1
2017-08-12  0:55:19,0
2017-08-12  0:56:19,0
2017-08-12  0:57:20,0
2017-08-12  0:58:20,0
2017-08-12  0:59:20,1
2017-08-12  1:00:20,0
2017-08-12  1:01:21,0
2017-08-12  1:02:21,1
2017-08-12  1:03:21,3
2017-08-12  1:04:22,3
2017-08-12  1:05:22,1
2017-08-12  1:06:22,4
2017-08-12  1:07:22,1
2017-08-12  1:08:23,4
2017-08-12  1:09:23,0
2017-08-12  1:10:23,3
2017-08-12  1:11:23,3
2017-08-12  1:12:24,2
2017-08-12  1:13:24,1
2017-08-12  1:14:24,3
2017-08-12  1:15:25,3
2017-08-12  1:16:25,1
2017-08-12  1:17:25,1
2017-08-12  1:18:25,0
2017-08-12  1:19:26,1
2017-08-12  1:20:26,1
2017-08-12  1:21:26,2
2017-08-12  1:22:26,1
2017-08-12  1:23:27,0
2017-08-12  1:24:27,0
2017-08-12  1:25:27,0
2017-08-12  1:26:27,1
2017-08-12  1:27:28,3
2017-08-12  1:28:28,0
2017-08-12  1:29:28,0
2017-08-12  1:30:29,2
2017-08-12  1:31:29,3
2017-08-12  1:32:29,1
2017-08-12  1:33:30,1
2017-08-12  1:34:30,2
2017-08-12  1:35:30,3
2017-08-12  1:36:31,1
2017-08-12  1:37:31,0
2017-08-12  1:38:31,0
2017-08-12  1:39:31,1
2017-08-12  1:40:32,1
2017-08-12  1:41:32,1
2017-08-12  1:42:32,0
2017-08-12  1:43:33,0
2017-08-12  1:44:33,1
2017-08-12  1:45:33,1
2017-08-12  1:46:33,0
2017-08-12  1:47:34,0
2017-08-12  1:48:34,1
2017-08-12  1:49:34,1
2017-08-12  1:50:35,3
2017-08-12  1:51:35,2
2017-08-12  1:52:35,3
2017-08-12  1:53:36,3
2017-08-12  1:54:36,5
2017-08-12  1:55:36,2
2017-08-12  1:56:36,2
2017-08-12  1:57:37,3
2017-08-12  1:58:37,2
2017-08-12  1:59:37,1
2017-08-12  2:00:37,0
2017-08-12  2:01:38,2
2017-08-12  2:02:38,1
2017-08-12  2:03:38,1
2017-08-12  2:04:39,0
2017-08-12  2:05:39,0
2017-08-12  2:06:39,1
2017-08-12  2:07:40,0
2017-08-12  2:08:40,1
2017-08-12  2:09:40,0
2017-08-12  2:10:40,0
2017-08-12  2:11:41,0
2017-08-12  2:12:41,1
2017-08-12  2:13:41,3
2017-08-12  2:14:41,1
2017-08-12  2:15:42,0
2017-08-12  2:16:42,1
2017-08-12  2:17:42,2
2017-08-12  2:18:42,1
2017-08-12  2:19:43,0
2017-08-12  2:20:43,1
2017-08-12  2:21:43,3
2017-08-12  2:22:43,0
2017-08-12  2:23:44,0
2017-08-12  2:24:44,0
2017-08-12  2:25:44,1
2017-08-12  2:26:45,0
2017-08-12  2:27:45,1
2017-08-12  2:28:45,0
2017-08-12  2:29:45,1
2017-08-12  2:30:46,1
2017-08-12  2:31:46,3
2017-08-12  2:32:46,1
2017-08-12  2:33:47,1
2017-08-12  2:34:47,2
2017-08-12  2:35:47,2
2017-08-12  2:36:47,3
2017-08-12  2:37:48,3
2017-08-12  2:38:48,2
2017-08-12  2:39:48,3
2017-08-12  2:40:48,3
2017-08-12  2:41:49,5
2017-08-12  2:42:49,3
2017-08-12  2:43:49,5
2017-08-12  2:44:50,2
2017-08-12  2:45:50,2
2017-08-12  2:46:50,2
2017-08-12  2:47:51,3
2017-08-12  2:48:51,4
2017-08-12  2:49:51,1
2017-08-12  2:50:51,1
2017-08-12  2:51:52,2
2017-08-12  2:52:52,3
2017-08-12  2:53:52,2
2017-08-12  2:54:52,0
2017-08-12  2:55:53,1
2017-08-12  2:56:53,0
2017-08-12  2:57:53,0
2017-08-12  2:58:54,0
2017-08-12  2:59:54,5
2017-08-12  3:00:54,3
2017-08-12  3:01:54,1
2017-08-12  3:02:55,1
2017-08-12  3:03:55,2
2017-08-12  3:04:55,2
2017-08-12  3:05:56,2
2017-08-12  3:06:56,4
2017-08-12  3:07:56,4
2017-08-12  3:08:56,1
2017-08-12  3:09:57,1
2017-08-12  3:10:57,3
2017-08-12  3:11:57,2
2017-08-12  3:12:57,1
2017-08-12  3:13:58,1
2017-08-12  3:14:58,2
2017-08-12  3:15:58,2
2017-08-12  3:16:59,2
2017-08-12  3:17:59,2
2017-08-12  3:18:59,1
2017-08-12  3:19:59,1
2017-08-12  3:21:00,2
2017-08-12  3:22:00,4
2017-08-12  3:23:00,3
2017-08-12  3:24:00,2
2017-08-12  3:25:01,0
2017-08-12  3:26:01,2
2017-08-12  3:27:01,0
2017-08-12  3:28:01,3
2017-08-12  3:29:02,4
2017-08-12  3:30:02,3
2017-08-12  3:31:02,4
2017-08-12  3:32:02,1
2017-08-12  3:33:03,0
2017-08-12  3:34:03,1
2017-08-12  3:35:03,3
2017-08-12  3:36:03,0
2017-08-12  3:37:04,1
2017-08-12  3:38:04,0
2017-08-12  3:39:04,2
2017-08-12  3:40:05,1
2017-08-12  3:41:05,0
2017-08-12  3:42:05,0
2017-08-12  3:43:05,1
2017-08-12  3:44:06,0
2017-08-12  3:45:06,1
2017-08-12  3:46:06,2
2017-08-12  3:47:07,2
2017-08-12  3:48:07,0
2017-08-12  3:49:07,0
2017-08-12  3:50:07,1
2017-08-12  3:51:08,1
2017-08-12  3:52:08,2
2017-08-12  3:53:08,2
2017-08-12  3:54:08,3
2017-08-12  3:55:09,0
2017-08-12  3:56:09,0
2017-08-12  3:57:09,0
2017-08-12  3:58:10,1
2017-08-12  3:59:10,1
2017-08-12  4:00:10,0
2017-08-12  4:01:10,2
2017-08-12  4:02:11,1
2017-08-12  4:03:11,1
2017-08-12  4:04:11,0
2017-08-12  4:05:12,0
2017-08-12  4:06:12,0
2017-08-12  4:07:12,1
2017-08-12  4:08:12,1
2017-08-12  4:09:13,2
2017-08-12  4:10:13,3
2017-08-12  4:11:13,1
2017-08-12  4:12:14,1
2017-08-12  4:13:14,0
2017-08-12  4:14:14,3
2017-08-12  4:15:14,3
2017-08-12  4:16:15,3
2017-08-12  4:17:15,2
2017-08-12  4:18:15,1
2017-08-12  4:19:15,0
2017-08-12  4:20:16,1
2017-08-12  4:21:16,2
2017-08-12  4:22:16,0
2017-08-12  4:23:17,0
2017-08-12  4:24:17,1
2017-08-12  4:25:17,0
2017-08-12  4:26:17,0
2017-08-12  4:27:18,0
2017-08-12  4:28:18,1
2017-08-12  4:29:18,1
2017-08-12  4:30:18,1
2017-08-12  4:31:19,0
2017-08-12  4:32:19,1
2017-08-12  4:33:19,3
2017-08-12  4:34:20,1
2017-08-12  4:35:20,0
2017-08-12  4:36:20,0
2017-08-12  4:37:20,1
2017-08-12  4:38:21,2
2017-08-12  4:39:21,2
2017-08-12  4:40:21,1
2017-08-12  4:41:21,0
2017-08-12  4:42:22,0
2017-08-12  4:43:22,1
2017-08-12  4:44:22,1
2017-08-12  4:45:23,1
2017-08-12  4:46:23,1
2017-08-12  4:47:23,1
2017-08-12  4:48:23,2
2017-08-12  4:49:24,0
2017-08-12  4:50:24,0
2017-08-12  4:51:24,0
2017-08-12  4:52:24,0
2017-08-12  4:53:25,1
2017-08-12  4:54:25,0
2017-08-12  4:55:25,3
2017-08-12  4:56:26,3
2017-08-12  4:57:26,2
2017-08-12  4:58:26,2
2017-08-12  4:59:26,0
2017-08-12  5:00:27,3
2017-08-12  5:01:27,3
2017-08-12  5:02:27,2
2017-08-12  5:03:28,4
2017-08-12  5:04:28,1
2017-08-12  5:05:28,1
2017-08-12  5:06:28,1
2017-08-12  5:07:29,2
2017-08-12  5:08:29,1
2017-08-12  5:09:29,0
2017-08-12  5:10:30,1
2017-08-12  5:11:30,0
2017-08-12  5:12:30,0
2017-08-12  5:13:30,2
2017-08-12  5:14:31,2
2017-08-12  5:15:31,0
2017-08-12  5:16:31,0
2017-08-12  5:17:31,1
2017-08-12  5:18:32,1
2017-08-12  5:19:32,2
2017-08-12  5:20:32,1
2017-08-12  5:21:33,1
2017-08-12  5:22:33,0
2017-08-12  5:23:33,3
2017-08-12  5:24:33,4
2017-08-12  5:25:34,3
2017-08-12  5:26:34,2
2017-08-12  5:27:34,1
2017-08-12  5:28:35,0
2017-08-12  5:29:35,1
2017-08-12  5:30:35,1
2017-08-12  5:31:35,0
2017-08-12  5:32:36,0
2017-08-12  5:33:36,0
2017-08-12  5:34:36,2
2017-08-12  5:35:37,0
2017-08-12  5:36:37,0
2017-08-12  5:37:37,0
2017-08-12  5:38:37,2
2017-08-12  5:39:38,0
2017-08-12  5:40:38,1
2017-08-12  5:41:38,3
2017-08-12  5:42:39,3
2017-08-12  5:43:39,2
2017-08-12  5:44:39,1
2017-08-12  5:45:40,2
2017-08-12  5:46:40,1
2017-08-12  5:47:40,1
2017-08-12  5:48:40,1
2017-08-12  5:49:41,2
2017-08-12  5:50:41,2
2017-08-12  5:51:41,2
2017-08-12  5:52:42,2
2017-08-12  5:53:42,1
2017-08-12  5:54:42,1
2017-08-12  5:55:42,1
2017-08-12  5:56:43,1
2017-08-12  5:57:43,0
2017-08-12  5:58:43,0
2017-08-12  5:59:43,0
2017-08-12  6:00:44,0
2017-08-12  6:01:44,0
2017-08-12  6:02:44,0
2017-08-12  6:03:44,0
2017-08-12  6:04:45,0
2017-08-12  6:05:45,1
2017-08-12  6:06:45,2
2017-08-12  6:07:46,1
2017-08-12  6:08:46,1
2017-08-12  6:09:46,2
2017-08-12  6:10:46,2
2017-08-12  6:11:47,2
2017-08-12  6:12:47,0
2017-08-12  6:13:47,0
2017-08-12  6:14:47,2
2017-08-12  6:15:48,1
2017-08-12  6:16:48,0
2017-08-12  6:17:48,0
2017-08-12  6:18:49,0
2017-08-12  6:19:49,1
2017-08-12  6:20:49,1
2017-08-12  6:21:49,0
2017-08-12  6:22:50,0
2017-08-12  6:23:50,1
2017-08-12  6:24:50,2
2017-08-12  6:25:50,0
2017-08-12  6:26:51,0
2017-08-12  6:27:51,2
2017-08-12  6:28:51,0
2017-08-12  6:29:51,2
2017-08-12  6:30:52,1
2017-08-12  6:31:52,1
2017-08-12  6:32:52,1
2017-08-12  6:33:53,1
2017-08-12  6:34:53,2
2017-08-12  6:35:53,1
2017-08-12  6:36:53,1
2017-08-12  6:37:54,2
2017-08-12  6:38:54,3
2017-08-12  6:39:54,1
2017-08-12  6:40:55,1
2017-08-12  6:41:55,1
2017-08-12  6:42:55,1
2017-08-12  6:43:55,0
2017-08-12  6:44:56,0
2017-08-12  6:45:56,0
2017-08-12  6:46:56,1
2017-08-12  6:47:56,0
2017-08-12  6:48:57,0
2017-08-12  6:49:57,0
2017-08-12  6:50:57,0
2017-08-12  6:51:57,0
2017-08-12  6:52:58,1
2017-08-12  6:53:58,2
2017-08-12  6:54:58,1
2017-08-12  6:55:59,3
2017-08-12  6:56:59,2
2017-08-12  6:57:59,2
2017-08-12  6:58:59,4
2017-08-12  7:00:00,1
2017-08-12  7:01:00,1
2017-08-12  7:02:00,2
2017-08-12  7:03:00,1
2017-08-12  7:04:01,1
2017-08-12  7:05:01,1
2017-08-12  7:06:01,2
2017-08-12  7:07:02,1
2017-08-12  7:08:02,2
2017-08-12  7:09:02,1
2017-08-12  7:10:02,2
2017-08-12  7:11:03,2
2017-08-12  7:12:03,1
2017-08-12  7:13:03,2
2017-08-12  7:14:03,1
2017-08-12  7:15:04,3
2017-08-12  7:16:04,1
2017-08-12  7:17:04,2
2017-08-12  7:18:05,2
2017-08-12  7:19:05,3
2017-08-12  7:20:05,2
